Geographic Area Name,Median Income
ZCTA5 11784,105268
ZCTA5 11786,161250
ZCTA5 11787,141505
ZCTA5 11788,148946
ZCTA5 11789,140665
ZCTA5 11790,157695
ZCTA5 11791,204357
ZCTA5 11792,147100
ZCTA5 11793,168519
ZCTA5 11794,
ZCTA5 11795,171068
ZCTA5 11796,162443
ZCTA5 11797,183472
ZCTA5 11801,147945
ZCTA5 11803,184410
ZCTA5 11804,159145
ZCTA5 11901,83252
ZCTA5 11930,132917
ZCTA5 11931,
ZCTA5 11932,200353
ZCTA5 11933,80571
ZCTA5 11934,154588
ZCTA5 11935,138024
ZCTA5 11937,122489
ZCTA5 11939,116023
ZCTA5 11940,121250
ZCTA5 11941,124095
ZCTA5 11942,106875
ZCTA5 11944,79917
ZCTA5 11946,128844
ZCTA5 11947,
ZCTA5 11948,146054
ZCTA5 11949,135000
ZCTA5 11950,105593
ZCTA5 11951,108877
ZCTA5 11952,116667
ZCTA5 11953,92049
ZCTA5 11954,129375
ZCTA5 11955,77692
ZCTA5 11956,121500
ZCTA5 11957,88293
ZCTA5 11958,64263
ZCTA5 11959,
ZCTA5 11960,216989
ZCTA5 11961,86134
ZCTA5 11962,89886
ZCTA5 11963,126513
ZCTA5 11964,129826
ZCTA5 11965,
ZCTA5 11967,106810
ZCTA5 11968,146138
ZCTA5 11970,
ZCTA5 11971,124097
ZCTA5 11972,
ZCTA5 11973,
ZCTA5 11975,
ZCTA5 11976,158000
ZCTA5 11977,156406
ZCTA5 11978,108938
ZCTA5 11980,106857
ZCTA5 12007,99688
ZCTA5 12008,140594
ZCTA5 12009,114352
ZCTA5 12010,60013
ZCTA5 12015,84342
ZCTA5 12017,
ZCTA5 12018,133542
ZCTA5 12019,116329
ZCTA5 12020,101727
ZCTA5 12022,77386
ZCTA5 12023,115658
ZCTA5 12024,
ZCTA5 12025,71732
ZCTA5 12027,106500
ZCTA5 12028,87266
ZCTA5 12029,104167
ZCTA5 12031,83056
ZCTA5 12032,54375
ZCTA5 12033,92808
ZCTA5 12035,78333
ZCTA5 12036,41667
ZCTA5 12037,93990
ZCTA5 12040,55682
ZCTA5 12041,117557
ZCTA5 12042,
ZCTA5 12043,73006
ZCTA5 12045,116827
ZCTA5 12046,79833
ZCTA5 12047,66970
ZCTA5 12051,88393
ZCTA5 12052,116250
ZCTA5 12053,99831
ZCTA5 12054,128684
ZCTA5 12056,117652
ZCTA5 12057,66958
ZCTA5 12058,84865
ZCTA5 12059,100938
ZCTA5 12060,102109
ZCTA5 12061,117083
ZCTA5 12062,86094
ZCTA5 12063,84817
ZCTA5 12064,69792
ZCTA5 12065,115681
ZCTA5 12066,71250
ZCTA5 12067,120878
ZCTA5 12068,73050
ZCTA5 12069,
ZCTA5 12070,78884
ZCTA5 12071,69013
ZCTA5 12072,86442
ZCTA5 12074,91901
ZCTA5 12075,83443
ZCTA5 12076,73056
ZCTA5 12077,125370
ZCTA5 12078,54565
ZCTA5 12082,
ZCTA5 12083,84004
ZCTA5 12084,86968
ZCTA5 12085,
ZCTA5 12086,81556
ZCTA5 12087,89375
ZCTA5 12090,72500
ZCTA5 12092,70938
ZCTA5 12093,61250
ZCTA5 12094,101087
ZCTA5 12095,69864
ZCTA5 12106,80735
ZCTA5 12108,76786
ZCTA5 12110,101839
ZCTA5 12115,187841
ZCTA5 12116,76359
ZCTA5 12117,66685
ZCTA5 12118,91182
ZCTA5 12120,76728
ZCTA5 12121,120625
ZCTA5 12122,54308
ZCTA5 12123,104438
ZCTA5 12124,
ZCTA5 12125,67596
ZCTA5 12130,101339
ZCTA5 12131,58929
ZCTA5 12132,
ZCTA5 12134,70938
ZCTA5 12136,155978
ZCTA5 12137,96678
ZCTA5 12138,78693
ZCTA5 12139,91250
ZCTA5 12140,120476
ZCTA5 12143,89450
ZCTA5 12144,88357
ZCTA5 12147,92813
ZCTA5 12148,135694
ZCTA5 12149,58750
ZCTA5 12150,73977
ZCTA5 12151,96184
ZCTA5 12153,85347
ZCTA5 12154,110387
ZCTA5 12155,61563
ZCTA5 12156,99833
ZCTA5 12157,77364
ZCTA5 12158,95949
ZCTA5 12159,109073
ZCTA5 12160,70833
ZCTA5 12161,
ZCTA5 12164,58594
ZCTA5 12165,53500
ZCTA5 12166,90147
ZCTA5 12167,58950
ZCTA5 12168,86028
ZCTA5 12169,39921
ZCTA5 12170,100469
ZCTA5 12172,62000
ZCTA5 12173,80500
ZCTA5 12174,50882
ZCTA5 12175,88409
ZCTA5 12176,49250
ZCTA5 12177,89890
ZCTA5 12180,73767
ZCTA5 12182,54663
ZCTA5 12183,70281
ZCTA5 12184,91616
ZCTA5 12185,111691
ZCTA5 12186,116053
ZCTA5 12187,75875
ZCTA5 12188,87212
ZCTA5 12189,62763
ZCTA5 12190,55568
ZCTA5 12192,74293
ZCTA5 12193,76438
ZCTA5 12194,81250
ZCTA5 12195,143817
ZCTA5 12196,126825
ZCTA5 12197,78750
ZCTA5 12198,113042
ZCTA5 12202,49684
ZCTA5 12203,80055
ZCTA5 12204,75197
ZCTA5 12205,89270
ZCTA5 12206,38931
ZCTA5 12207,32418
ZCTA5 12208,69505
ZCTA5 12209,81642
ZCTA5 12210,55873
ZCTA5 12211,145709
ZCTA5 12222,59274
ZCTA5 12226,
ZCTA5 12302,94156
ZCTA5 12303,77615
ZCTA5 12304,67688
ZCTA5 12305,50308
ZCTA5 12306,80583
ZCTA5 12307,33191
ZCTA5 12308,59789
ZCTA5 12309,119830
ZCTA5 12401,67426
ZCTA5 12404,67297
ZCTA5 12405,68000
ZCTA5 12406,65643
ZCTA5 12407,83409
ZCTA5 12409,114758
ZCTA5 12410,31033
ZCTA5 12411,81625
ZCTA5 12412,77988
ZCTA5 12413,53958
ZCTA5 12414,66022
ZCTA5 12416,
ZCTA5 12417,132578
ZCTA5 12418,97750
ZCTA5 12419,119268
ZCTA5 12420,108250
ZCTA5 12421,97545
ZCTA5 12422,62321
ZCTA5 12423,77672
ZCTA5 12424,60517
ZCTA5 12427,73917
ZCTA5 12428,78802
ZCTA5 12429,
ZCTA5 12430,66637
ZCTA5 12431,88750
ZCTA5 12432,45591
ZCTA5 12433,63380
ZCTA5 12434,48558
ZCTA5 12435,84479
ZCTA5 12436,99871
ZCTA5 12438,49000
ZCTA5 12439,88958
ZCTA5 12440,102958
ZCTA5 12441,56509
ZCTA5 12442,50500
ZCTA5 12443,97981
ZCTA5 12444,55000
ZCTA5 12446,83344
ZCTA5 12448,196964
ZCTA5 12449,75268
ZCTA5 12450,126845
ZCTA5 12451,54615
ZCTA5 12452,
ZCTA5 12453,
ZCTA5 12454,104306
ZCTA5 12455,74271
ZCTA5 12456,92585
ZCTA5 12457,73949
ZCTA5 12458,65547
ZCTA5 12459,107875
ZCTA5 12460,
ZCTA5 12461,95545
ZCTA5 12463,45993
ZCTA5 12464,75291
ZCTA5 12465,84141
ZCTA5 12466,91875
ZCTA5 12468,60556
ZCTA5 12469,89844
ZCTA5 12470,84155
ZCTA5 12471,"2,500"
ZCTA5 12472,67770
ZCTA5 12473,100167
ZCTA5 12474,54462
ZCTA5 12475,79402
ZCTA5 12477,72353
ZCTA5 12480,64784
ZCTA5 12481,93578
ZCTA5 12482,
ZCTA5 12483,
ZCTA5 12484,116023
ZCTA5 12485,85455
ZCTA5 12486,83333
ZCTA5 12487,92847
ZCTA5 12489,26100
ZCTA5 12490,
ZCTA5 12491,71963
ZCTA5 12492,125313
ZCTA5 12493,
ZCTA5 12494,140750
ZCTA5 12495,
ZCTA5 12496,68173
ZCTA5 12498,80221
ZCTA5 12501,78716
ZCTA5 12502,83583
ZCTA5 12503,104375
ZCTA5 12504,
ZCTA5 12507,113793
ZCTA5 12508,88510
ZCTA5 12512,96151
ZCTA5 12513,59167
ZCTA5 12514,115147
ZCTA5 12515,
ZCTA5 12516,126667
ZCTA5 12517,143250
ZCTA5 12518,99833
ZCTA5 12520,150144
ZCTA5 12521,85208
ZCTA5 12522,82636
ZCTA5 12523,54128
ZCTA5 12524,95713
ZCTA5 12525,103417
ZCTA5 12526,87107
ZCTA5 12527,
ZCTA5 12528,89096
ZCTA5 12529,79531
ZCTA5 12530,
ZCTA5 12531,126319
ZCTA5 12533,134950
ZCTA5 12534,76086
ZCTA5 12538,86641
ZCTA5 12540,107436
ZCTA5 12542,123517
ZCTA5 12543,89293
ZCTA5 12544,
ZCTA5 12545,77991
ZCTA5 12546,88603
ZCTA5 12547,87727
ZCTA5 12548,114191
ZCTA5 12549,125000
ZCTA5 12550,78019
ZCTA5 12553,94207
ZCTA5 12561,89694
ZCTA5 12563,102472
ZCTA5 12564,111683
ZCTA5 12565,62972
ZCTA5 12566,110154
ZCTA5 12567,95982
ZCTA5 12569,113902
ZCTA5 12570,127396
ZCTA5 12571,115200
ZCTA5 12572,96377
ZCTA5 12574,
ZCTA5 12575,147950
ZCTA5 12577,150321
ZCTA5 12578,97367
ZCTA5 12580,116207
ZCTA5 12581,93274
ZCTA5 12582,131867
ZCTA5 12583,69063
ZCTA5 12585,112885
ZCTA5 12586,94107
ZCTA5 12589,118214
ZCTA5 12590,98252
ZCTA5 12592,72188
ZCTA5 12594,130206
ZCTA5 12601,64769
ZCTA5 12603,104185
ZCTA5 12604,
ZCTA5 12701,56601
ZCTA5 12719,75487
ZCTA5 12720,
ZCTA5 12721,84188
ZCTA5 12722,
ZCTA5 12723,94940
ZCTA5 12724,
ZCTA5 12725,88929
ZCTA5 12726,73919
ZCTA5 12729,67917
ZCTA5 12732,50375
ZCTA5 12733,
ZCTA5 12734,37234
ZCTA5 12736,43958
ZCTA5 12737,102150
ZCTA5 12738,72479
ZCTA5 12740,91630
ZCTA5 12741,65463
ZCTA5 12742,144167
ZCTA5 12743,
ZCTA5 12745,
ZCTA5 12746,77566
ZCTA5 12747,61875
ZCTA5 12748,75500
ZCTA5 12749,170524
ZCTA5 12750,
ZCTA5 12751,54030
ZCTA5 12752,55909
ZCTA5 12754,56597
ZCTA5 12758,50577
ZCTA5 12759,60656
ZCTA5 12760,91625
ZCTA5 12762,112545
ZCTA5 12763,
ZCTA5 12764,62750
ZCTA5 12765,
ZCTA5 12766,
ZCTA5 12767,
ZCTA5 12768,34406
ZCTA5 12769,
ZCTA5 12770,106202
ZCTA5 12771,67926
ZCTA5 12775,108125
ZCTA5 12776,79875
ZCTA5 12777,143750
ZCTA5 12778,66406
ZCTA5 12779,48914
ZCTA5 12780,72219
ZCTA5 12781,
ZCTA5 12783,60781
ZCTA5 12784,
ZCTA5 12785,122167
ZCTA5 12786,80568
ZCTA5 12787,57958
ZCTA5 12788,86176
ZCTA5 12789,69636
ZCTA5 12790,82772
ZCTA5 12791,85181
ZCTA5 12792,
ZCTA5 12801,70019
ZCTA5 12803,80913
ZCTA5 12804,90074
ZCTA5 12808,120250
ZCTA5 12809,74631
ZCTA5 12810,51500
ZCTA5 12811,
ZCTA5 12812,170156
ZCTA5 12814,114861
ZCTA5 12815,70917
ZCTA5 12816,79669
ZCTA5 12817,90469
ZCTA5 12819,62059
ZCTA5 12820,
ZCTA5 12821,32344
ZCTA5 12822,80000
ZCTA5 12823,114450
ZCTA5 12824,123026
ZCTA5 12827,81607
ZCTA5 12828,77776
ZCTA5 12831,100833
ZCTA5 12832,66415
ZCTA5 12833,97621
ZCTA5 12834,82931
ZCTA5 12835,70638
ZCTA5 12836,81875
ZCTA5 12837,76979
ZCTA5 12838,65387
ZCTA5 12839,70006
ZCTA5 12841,61389
ZCTA5 12842,60592
ZCTA5 12843,65227
ZCTA5 12844,181696
ZCTA5 12845,95583
ZCTA5 12846,47449
ZCTA5 12847,72700
ZCTA5 12849,112250
ZCTA5 12850,94189
ZCTA5 12851,77969
ZCTA5 12852,76000
ZCTA5 12853,58850
ZCTA5 12854,
ZCTA5 12855,67955
ZCTA5 12856,58714
ZCTA5 12857,63935
ZCTA5 12858,151875
ZCTA5 12859,72847
ZCTA5 12860,
ZCTA5 12861,98125
ZCTA5 12862,
ZCTA5 12863,92536
ZCTA5 12864,
ZCTA5 12865,70868
ZCTA5 12866,98374
ZCTA5 12870,65326
ZCTA5 12871,83775
ZCTA5 12872,
ZCTA5 12873,95417
ZCTA5 12874,
ZCTA5 12878,61667
ZCTA5 12883,67532
ZCTA5 12884,46071
ZCTA5 12885,65454
ZCTA5 12886,122719
ZCTA5 12887,55361
ZCTA5 12901,59413
ZCTA5 12903,76912
ZCTA5 12910,52092
ZCTA5 12911,
ZCTA5 12912,70469
ZCTA5 12913,71083
ZCTA5 12914,43750
ZCTA5 12915,
ZCTA5 12916,59762
ZCTA5 12917,70400
ZCTA5 12918,93902
ZCTA5 12919,77072
ZCTA5 12920,70714
ZCTA5 12921,100500
ZCTA5 12922,95625
ZCTA5 12923,50000
ZCTA5 12924,
ZCTA5 12926,55481
ZCTA5 12927,64583
ZCTA5 12928,79890
ZCTA5 12929,68472
ZCTA5 12930,67458
ZCTA5 12932,61801
ZCTA5 12933,
ZCTA5 12934,76167
ZCTA5 12935,55625
ZCTA5 12936,73843
ZCTA5 12937,49265
ZCTA5 12939,51736
ZCTA5 12941,77833
ZCTA5 12942,113750
ZCTA5 12943,54943
ZCTA5 12944,70375
ZCTA5 12945,88114
ZCTA5 12946,78261
ZCTA5 12950,74375
ZCTA5 12952,
ZCTA5 12953,64673
ZCTA5 12955,73214
ZCTA5 12956,67526
ZCTA5 12957,57839
ZCTA5 12958,58512
ZCTA5 12959,68813
ZCTA5 12960,61443
ZCTA5 12961,
ZCTA5 12962,67511
ZCTA5 12964,79063
ZCTA5 12965,63214
ZCTA5 12966,66016
ZCTA5 12967,78438
ZCTA5 12969,59063
ZCTA5 12970,81250
ZCTA5 12972,120822
ZCTA5 12973,86875
ZCTA5 12974,43832
ZCTA5 12975,
ZCTA5 12976,70417
ZCTA5 12977,
ZCTA5 12978,97470
ZCTA5 12979,47135
ZCTA5 12980,61447
ZCTA5 12981,73258
ZCTA5 12983,64604
ZCTA5 12985,74432
ZCTA5 12986,60717
ZCTA5 12987,111083
ZCTA5 12989,78438
ZCTA5 12992,78214
ZCTA5 12993,64688
ZCTA5 12996,64306
ZCTA5 12997,80568
ZCTA5 12998,41411
ZCTA5 13020,90074
ZCTA5 13021,58946
ZCTA5 13024,
ZCTA5 13026,96000
ZCTA5 13027,91369
ZCTA5 13028,88906
ZCTA5 13029,101555
ZCTA5 13030,77541
ZCTA5 13031,92687
ZCTA5 13032,74217
ZCTA5 13033,80234
ZCTA5 13034,102813
ZCTA5 13035,110972
ZCTA5 13036,87610
ZCTA5 13037,79191
ZCTA5 13039,108694
ZCTA5 13040,67049
ZCTA5 13041,108491
ZCTA5 13042,102031
ZCTA5 13044,69300
ZCTA5 13045,67028
ZCTA5 13051,
ZCTA5 13052,78750
ZCTA5 13053,71950
ZCTA5 13054,99643
ZCTA5 13057,77908
ZCTA5 13060,60661
ZCTA5 13061,83239
ZCTA5 13062,
ZCTA5 13063,80250
ZCTA5 13065,
ZCTA5 13066,121599
ZCTA5 13068,79521
ZCTA5 13069,63156
ZCTA5 13071,79464
ZCTA5 13072,46836
ZCTA5 13073,71316
ZCTA5 13074,73681
ZCTA5 13076,87865
ZCTA5 13077,70111
ZCTA5 13078,114657
ZCTA5 13080,77039
ZCTA5 13081,89583
ZCTA5 13082,89485
ZCTA5 13083,60625
ZCTA5 13084,87917
ZCTA5 13087,130455
ZCTA5 13088,73814
ZCTA5 13090,90315
ZCTA5 13092,64453
ZCTA5 13101,62670
ZCTA5 13102,
ZCTA5 13103,65139
ZCTA5 13104,123770
ZCTA5 13108,90377
ZCTA5 13110,100000
ZCTA5 13111,59886
ZCTA5 13112,74828
ZCTA5 13113,39375
ZCTA5 13114,73328
ZCTA5 13115,71172
ZCTA5 13116,93125
ZCTA5 13117,42750
ZCTA5 13118,67614
ZCTA5 13119,
ZCTA5 13120,54167
ZCTA5 13121,
ZCTA5 13122,77984
ZCTA5 13123,
ZCTA5 13124,95625
ZCTA5 13126,63590
ZCTA5 13131,66992
ZCTA5 13132,71780
ZCTA5 13134,
ZCTA5 13135,82977
ZCTA5 13136,41944
ZCTA5 13138,86382
ZCTA5 13140,60135
ZCTA5 13141,83125
ZCTA5 13142,85000
ZCTA5 13143,72371
ZCTA5 13144,62578
ZCTA5 13145,50238
ZCTA5 13146,61688
ZCTA5 13147,74861
ZCTA5 13148,58971
ZCTA5 13152,102727
ZCTA5 13153,147901
ZCTA5 13154,
ZCTA5 13155,66146
ZCTA5 13156,70662
ZCTA5 13157,53125
ZCTA5 13158,80809
ZCTA5 13159,94809
ZCTA5 13160,88750
ZCTA5 13162,
ZCTA5 13163,77500
ZCTA5 13164,81212
ZCTA5 13165,63915
ZCTA5 13166,76484
ZCTA5 13167,74700
ZCTA5 13202,27365
ZCTA5 13203,46526
ZCTA5 13204,42585
ZCTA5 13205,39171
ZCTA5 13206,60314
ZCTA5 13207,59495
ZCTA5 13208,40641
ZCTA5 13209,67307
ZCTA5 13210,38783
ZCTA5 13211,67672
ZCTA5 13212,74931
ZCTA5 13214,93200
ZCTA5 13215,112328
ZCTA5 13219,81414
ZCTA5 13224,81667
ZCTA5 13244,
ZCTA5 13290,
ZCTA5 13301,124559
ZCTA5 13302,55156
ZCTA5 13303,86012
ZCTA5 13304,105313
ZCTA5 13305,
ZCTA5 13308,86072
ZCTA5 13309,70377
ZCTA5 13310,98182
ZCTA5 13312,71172
ZCTA5 13313,36328
ZCTA5 13314,38750
ZCTA5 13315,65417
ZCTA5 13316,62941
ZCTA5 13317,69250
ZCTA5 13318,78125
ZCTA5 13319,72726
ZCTA5 13320,80956
ZCTA5 13321,58508
ZCTA5 13322,92250
ZCTA5 13323,82060
ZCTA5 13324,80313
ZCTA5 13325,66458
ZCTA5 13326,70977
ZCTA5 13327,61250
ZCTA5 13328,95000
ZCTA5 13329,57014
ZCTA5 13331,64500
ZCTA5 13332,74511
ZCTA5 13333,76250
ZCTA5 13334,50875
ZCTA5 13335,54048
ZCTA5 13337,74821
ZCTA5 13338,58393
ZCTA5 13339,57885
ZCTA5 13340,69928
ZCTA5 13342,81023
ZCTA5 13343,68514
ZCTA5 13345,51250
ZCTA5 13346,65391
ZCTA5 13348,77903
ZCTA5 13350,62548
ZCTA5 13352,
ZCTA5 13353,79375
ZCTA5 13354,92750
ZCTA5 13355,70250
ZCTA5 13357,62500
ZCTA5 13360,117708
ZCTA5 13361,100000
ZCTA5 13363,88427
ZCTA5 13364,77739
ZCTA5 13365,60458
ZCTA5 13367,70781
ZCTA5 13368,60000
ZCTA5 13402,62204
ZCTA5 13403,100060
ZCTA5 13404,
ZCTA5 13406,98000
ZCTA5 13407,72700
ZCTA5 13408,64762
ZCTA5 13409,69103
ZCTA5 13410,
ZCTA5 13411,58651
ZCTA5 13413,91899
ZCTA5 13415,85417
ZCTA5 13416,83125
ZCTA5 13417,56055
ZCTA5 13418,113125
ZCTA5 13420,107770
ZCTA5 13421,63732
ZCTA5 13424,90179
ZCTA5 13425,64628
ZCTA5 13428,73250
ZCTA5 13431,83200
ZCTA5 13433,49696
ZCTA5 13435,46413
ZCTA5 13436,74167
ZCTA5 13437,48375
ZCTA5 13438,68140
ZCTA5 13439,63681
ZCTA5 13440,65497
ZCTA5 13441,95857
ZCTA5 13450,62000
ZCTA5 13452,65890
ZCTA5 13454,100156
ZCTA5 13455,
ZCTA5 13456,90893
ZCTA5 13457,
ZCTA5 13459,64115
ZCTA5 13460,63316
ZCTA5 13461,88103
ZCTA5 13464,55711
ZCTA5 13468,61979
ZCTA5 13469,108798
ZCTA5 13470,64028
ZCTA5 13471,67898
ZCTA5 13472,
ZCTA5 13473,100477
ZCTA5 13475,77917
ZCTA5 13476,63480
ZCTA5 13477,63500
ZCTA5 13478,77195
ZCTA5 13480,78125
ZCTA5 13482,56477
ZCTA5 13483,113000
ZCTA5 13484,
ZCTA5 13485,67989
ZCTA5 13486,84792
ZCTA5 13488,61250
ZCTA5 13489,87115
ZCTA5 13490,98750
ZCTA5 13491,72500
ZCTA5 13492,84543
ZCTA5 13493,60735
ZCTA5 13494,100208
ZCTA5 13495,63517
ZCTA5 13501,49771
ZCTA5 13502,59530
ZCTA5 13601,57503
ZCTA5 13602,
ZCTA5 13603,64028
ZCTA5 13605,70947
ZCTA5 13606,90694
ZCTA5 13607,58167
ZCTA5 13608,75673
ZCTA5 13611,54750
ZCTA5 13612,67106
ZCTA5 13613,57026
ZCTA5 13614,36250
ZCTA5 13615,78750
ZCTA5 13616,47110
ZCTA5 13617,72652
ZCTA5 13618,61500
ZCTA5 13619,63549
ZCTA5 13620,62574
ZCTA5 13621,63125
ZCTA5 13622,78136
ZCTA5 13623,43977
ZCTA5 13624,79167
ZCTA5 13625,76711
ZCTA5 13626,75662
ZCTA5 13628,53750
ZCTA5 13630,67000
ZCTA5 13632,
ZCTA5 13633,62917
ZCTA5 13634,90461
ZCTA5 13635,74583
ZCTA5 13636,52500
ZCTA5 13637,62786
ZCTA5 13638,79750
ZCTA5 13639,21346
ZCTA5 13640,92422
ZCTA5 13641,58875
ZCTA5 13642,47452
ZCTA5 13643,
ZCTA5 13645,
ZCTA5 13646,67344
ZCTA5 13647,
ZCTA5 13648,65000
ZCTA5 13649,
ZCTA5 13650,91458
ZCTA5 13651,98333
ZCTA5 13652,65203
ZCTA5 13654,71389
ZCTA5 13655,69089
ZCTA5 13656,62250
ZCTA5 13658,62102
ZCTA5 13659,59423
ZCTA5 13660,71964
ZCTA5 13661,83192
ZCTA5 13662,56987
ZCTA5 13664,75909
ZCTA5 13665,59625
ZCTA5 13666,32679
ZCTA5 13667,57114
ZCTA5 13668,78286
ZCTA5 13669,66488
ZCTA5 13670,32500
ZCTA5 13672,73448
ZCTA5 13673,75758
ZCTA5 13674,
ZCTA5 13675,
ZCTA5 13676,56900
ZCTA5 13678,
ZCTA5 13679,102826
ZCTA5 13680,73000
ZCTA5 13681,46797
ZCTA5 13682,84375
ZCTA5 13683,
ZCTA5 13684,56250
ZCTA5 13685,85195
ZCTA5 13687,43355
ZCTA5 13690,58611
ZCTA5 13691,75750
ZCTA5 13692,161500
ZCTA5 13693,44375
ZCTA5 13694,77308
ZCTA5 13695,116250
ZCTA5 13696,55401
ZCTA5 13697,73324
ZCTA5 13699,
ZCTA5 13730,61466
ZCTA5 13731,76429
ZCTA5 13732,89180
ZCTA5 13733,59019
ZCTA5 13734,66343
ZCTA5 13736,64934
ZCTA5 13738,
ZCTA5 13739,61719
ZCTA5 13740,78333
ZCTA5 13743,56919
ZCTA5 13744,63125
ZCTA5 13746,58250
ZCTA5 13747,
ZCTA5 13748,68486
ZCTA5 13750,64940
ZCTA5 13751,154761
ZCTA5 13752,71667
ZCTA5 13753,70991
ZCTA5 13754,59583
ZCTA5 13755,49205
ZCTA5 13756,71458
ZCTA5 13757,72557
ZCTA5 13760,63242
ZCTA5 13774,68083
ZCTA5 13775,76875
ZCTA5 13776,72000
ZCTA5 13777,71500
ZCTA5 13778,67050
ZCTA5 13780,75278
ZCTA5 13782,51719
ZCTA5 13783,56176
ZCTA5 13784,73265
ZCTA5 13786,50833
ZCTA5 13787,66733
ZCTA5 13788,95329
ZCTA5 13790,54764
ZCTA5 13795,56847
ZCTA5 13796,63750
ZCTA5 13797,71250
ZCTA5 13801,66985
ZCTA5 13802,
ZCTA5 13803,62537
ZCTA5 13804,58056
ZCTA5 13806,
ZCTA5 13807,86250
ZCTA5 13808,60682
ZCTA5 13809,56071
ZCTA5 13810,90577
ZCTA5 13811,80900
ZCTA5 13812,74450
ZCTA5 13813,83952
ZCTA5 13814,
ZCTA5 13815,59757
ZCTA5 13820,66217
ZCTA5 13825,73966
ZCTA5 13826,
ZCTA5 13827,70796
ZCTA5 13830,62267
ZCTA5 13832,70625
ZCTA5 13833,58533
ZCTA5 13834,52974
ZCTA5 13835,71688
ZCTA5 13838,51287
ZCTA5 13839,52292
ZCTA5 13841,53125
ZCTA5 13842,78333
ZCTA5 13843,76583
ZCTA5 13844,66635
ZCTA5 13846,29609
ZCTA5 13847,
ZCTA5 13849,55884
ZCTA5 13850,81627
ZCTA5 13856,48852
ZCTA5 13859,68182
ZCTA5 13860,138967
ZCTA5 13861,57047
ZCTA5 13862,61623
ZCTA5 13863,71188
ZCTA5 13864,53015
ZCTA5 13865,71302
ZCTA5 13901,54165
ZCTA5 13902,
ZCTA5 13903,61244
ZCTA5 13904,56794
ZCTA5 13905,53757
ZCTA5 14001,73786
ZCTA5 14004,88011
ZCTA5 14005,94931
ZCTA5 14006,62019
ZCTA5 14008,68452
ZCTA5 14009,61715
ZCTA5 14011,73750
ZCTA5 14012,72333
ZCTA5 14013,73350
ZCTA5 14020,59834
ZCTA5 14024,73125
ZCTA5 14025,109542
ZCTA5 14026,86023
ZCTA5 14027,
ZCTA5 14028,73571
ZCTA5 14029,
ZCTA5 14030,84792
ZCTA5 14031,99639
ZCTA5 14032,160079
ZCTA5 14033,84167
ZCTA5 14034,61384
ZCTA5 14035,91250
ZCTA5 14036,91806
ZCTA5 14037,87955
ZCTA5 14039,
ZCTA5 14040,85820
ZCTA5 14041,
ZCTA5 14042,50625
ZCTA5 14043,73373
ZCTA5 14047,76525
ZCTA5 14048,52971
ZCTA5 14051,126895
ZCTA5 14052,103474
ZCTA5 14054,80903
ZCTA5 14055,48621
ZCTA5 14056,
ZCTA5 14057,88750
ZCTA5 14058,102039
ZCTA5 14059,101698
ZCTA5 14060,79145
ZCTA5 14061,
ZCTA5 14062,74667
ZCTA5 14063,55629
ZCTA5 14065,61125
ZCTA5 14066,69688
ZCTA5 14067,90625
ZCTA5 14068,120021
ZCTA5 14069,56360
ZCTA5 14070,51620
ZCTA5 14072,107036
ZCTA5 14075,82083
ZCTA5 14080,76674
ZCTA5 14081,63672
ZCTA5 14082,102563
ZCTA5 14083,
ZCTA5 14085,124286
ZCTA5 14086,95949
ZCTA5 14091,80086
ZCTA5 14092,67835
ZCTA5 14094,73354
ZCTA5 14098,73750
ZCTA5 14101,70083
ZCTA5 14102,122659
ZCTA5 14103,68781
ZCTA5 14105,85208
ZCTA5 14108,72977
ZCTA5 14109,
ZCTA5 14111,79474
ZCTA5 14112,
ZCTA5 14113,95313
ZCTA5 14120,76608
ZCTA5 14125,63603
ZCTA5 14126,148462
ZCTA5 14127,106071
ZCTA5 14129,68036
ZCTA5 14130,69000
ZCTA5 14131,91424
ZCTA5 14132,102244
ZCTA5 14134,
ZCTA5 14135,
ZCTA5 14136,68875
ZCTA5 14138,57239
ZCTA5 14139,78317
ZCTA5 14141,71837
ZCTA5 14143,94688
ZCTA5 14145,87708
ZCTA5 14150,70294
ZCTA5 14166,96616
ZCTA5 14167,69110
ZCTA5 14168,73438
ZCTA5 14169,59149
ZCTA5 14170,112665
ZCTA5 14171,70417
ZCTA5 14172,76094
ZCTA5 14173,
ZCTA5 14174,78922
ZCTA5 14201,34204
ZCTA5 14202,47990
ZCTA5 14203,48529
ZCTA5 14204,26000
ZCTA5 14206,46842
ZCTA5 14207,38951
ZCTA5 14208,46940
ZCTA5 14209,49359
ZCTA5 14210,51059
ZCTA5 14211,34490
ZCTA5 14212,35517
ZCTA5 14213,52597
ZCTA5 14214,56573
ZCTA5 14215,43326
ZCTA5 14216,70260
ZCTA5 14217,72205
ZCTA5 14218,50484
ZCTA5 14219,75465
ZCTA5 14220,68337
ZCTA5 14221,101275
ZCTA5 14222,83692
ZCTA5 14223,83528
ZCTA5 14224,76250
ZCTA5 14225,65562
ZCTA5 14226,83023
ZCTA5 14227,67349
ZCTA5 14228,72426
ZCTA5 14260,
ZCTA5 14261,
ZCTA5 14301,37650
ZCTA5 14302,
ZCTA5 14303,45519
ZCTA5 14304,64756
ZCTA5 14305,49588
ZCTA5 14411,53626
ZCTA5 14413,
ZCTA5 14414,73964
