Geographic Area Name,Median Income
ZCTA5 51049,52625
ZCTA5 51050,101691
ZCTA5 51051,52188
ZCTA5 51052,86792
ZCTA5 51053,70195
ZCTA5 51054,121228
ZCTA5 51055,75833
ZCTA5 51056,100395
ZCTA5 51058,61833
ZCTA5 51060,49063
ZCTA5 51061,68750
ZCTA5 51062,
ZCTA5 51063,70714
ZCTA5 51101,18103
ZCTA5 51103,57212
ZCTA5 51104,74984
ZCTA5 51105,46940
ZCTA5 51106,74486
ZCTA5 51108,78333
ZCTA5 51109,70750
ZCTA5 51111,45250
ZCTA5 51201,70592
ZCTA5 51230,77750
ZCTA5 51231,105388
ZCTA5 51232,79250
ZCTA5 51234,81458
ZCTA5 51235,63194
ZCTA5 51237,62727
ZCTA5 51238,82634
ZCTA5 51239,82353
ZCTA5 51240,80948
ZCTA5 51241,89214
ZCTA5 51242,86406
ZCTA5 51243,75750
ZCTA5 51244,81771
ZCTA5 51245,78958
ZCTA5 51246,69320
ZCTA5 51247,73451
ZCTA5 51248,60809
ZCTA5 51249,63542
ZCTA5 51250,90238
ZCTA5 51301,61175
ZCTA5 51331,84615
ZCTA5 51333,96563
ZCTA5 51334,61151
ZCTA5 51338,56346
ZCTA5 51340,88750
ZCTA5 51341,
ZCTA5 51342,77708
ZCTA5 51343,
ZCTA5 51345,51938
ZCTA5 51346,60179
ZCTA5 51347,81736
ZCTA5 51350,72708
ZCTA5 51351,67628
ZCTA5 51354,70625
ZCTA5 51355,57569
ZCTA5 51357,72344
ZCTA5 51358,70921
ZCTA5 51360,77464
ZCTA5 51363,59432
ZCTA5 51364,62554
ZCTA5 51365,81071
ZCTA5 51366,75000
ZCTA5 51401,64458
ZCTA5 51430,70809
ZCTA5 51431,54333
ZCTA5 51432,63125
ZCTA5 51433,62500
ZCTA5 51436,59438
ZCTA5 51439,59231
ZCTA5 51440,65625
ZCTA5 51441,53125
ZCTA5 51442,64399
ZCTA5 51443,78472
ZCTA5 51444,83333
ZCTA5 51445,66250
ZCTA5 51446,61750
ZCTA5 51447,114643
ZCTA5 51448,54688
ZCTA5 51449,66750
ZCTA5 51450,77619
ZCTA5 51451,36250
ZCTA5 51452,60000
ZCTA5 51453,66250
ZCTA5 51454,99044
ZCTA5 51455,75455
ZCTA5 51458,73984
ZCTA5 51459,73125
ZCTA5 51460,
ZCTA5 51461,71573
ZCTA5 51462,70625
ZCTA5 51463,70000
ZCTA5 51465,70000
ZCTA5 51466,69643
ZCTA5 51467,65000
ZCTA5 51501,59314
ZCTA5 51503,76064
ZCTA5 51510,75037
ZCTA5 51520,58547
ZCTA5 51521,71715
ZCTA5 51523,80909
ZCTA5 51525,79034
ZCTA5 51526,99625
ZCTA5 51527,63155
ZCTA5 51528,69000
ZCTA5 51529,66042
ZCTA5 51530,53750
ZCTA5 51531,58929
ZCTA5 51532,67174
ZCTA5 51533,62727
ZCTA5 51534,89023
ZCTA5 51535,83929
ZCTA5 51536,96250
ZCTA5 51537,62353
ZCTA5 51540,91250
ZCTA5 51541,84167
ZCTA5 51542,112898
ZCTA5 51543,55625
ZCTA5 51544,48750
ZCTA5 51545,67083
ZCTA5 51546,82860
ZCTA5 51548,112917
ZCTA5 51549,67596
ZCTA5 51550,77679
ZCTA5 51551,82218
ZCTA5 51552,83036
ZCTA5 51553,88750
ZCTA5 51554,100208
ZCTA5 51555,77292
ZCTA5 51556,59821
ZCTA5 51557,75221
ZCTA5 51558,78393
ZCTA5 51559,74116
ZCTA5 51560,71442
ZCTA5 51561,89665
ZCTA5 51562,61250
ZCTA5 51563,68333
ZCTA5 51564,71484
ZCTA5 51565,96667
ZCTA5 51566,58264
ZCTA5 51570,69286
ZCTA5 51571,92778
ZCTA5 51572,70000
ZCTA5 51573,86111
ZCTA5 51575,117803
ZCTA5 51576,107679
ZCTA5 51577,67928
ZCTA5 51578,108646
ZCTA5 51579,70833
ZCTA5 51601,59647
ZCTA5 51630,69375
ZCTA5 51631,45000
ZCTA5 51632,54758
ZCTA5 51636,61932
ZCTA5 51637,70323
ZCTA5 51638,61154
ZCTA5 51639,91250
ZCTA5 51640,62241
ZCTA5 51645,
ZCTA5 51646,70568
ZCTA5 51647,
ZCTA5 51648,
ZCTA5 51649,90781
ZCTA5 51650,47026
ZCTA5 51651,72000
ZCTA5 51652,81600
ZCTA5 51653,71417
ZCTA5 51654,76736
ZCTA5 51656,47500
ZCTA5 52001,60882
ZCTA5 52002,88060
ZCTA5 52003,96714
ZCTA5 52030,64292
ZCTA5 52031,84243
ZCTA5 52032,83625
ZCTA5 52033,70833
ZCTA5 52035,59702
ZCTA5 52036,72750
ZCTA5 52037,87361
ZCTA5 52038,73750
ZCTA5 52039,77404
ZCTA5 52040,76923
ZCTA5 52041,87316
ZCTA5 52042,74423
ZCTA5 52043,65202
ZCTA5 52044,73500
ZCTA5 52045,83239
ZCTA5 52046,101154
ZCTA5 52047,47917
ZCTA5 52048,64375
ZCTA5 52049,68750
ZCTA5 52050,69375
ZCTA5 52052,55871
ZCTA5 52053,103250
ZCTA5 52054,103558
ZCTA5 52056,77292
ZCTA5 52057,71467
ZCTA5 52060,63528
ZCTA5 52064,78333
ZCTA5 52065,86369
ZCTA5 52066,52500
ZCTA5 52068,123096
ZCTA5 52069,79000
ZCTA5 52070,63750
ZCTA5 52071,41813
ZCTA5 52072,66667
ZCTA5 52073,81875
ZCTA5 52074,120278
ZCTA5 52075,60625
ZCTA5 52076,62917
ZCTA5 52077,58500
ZCTA5 52078,93676
ZCTA5 52079,98846
ZCTA5 52101,70046
ZCTA5 52132,97621
ZCTA5 52133,80030
ZCTA5 52134,73603
ZCTA5 52135,75313
ZCTA5 52136,66932
ZCTA5 52140,89722
ZCTA5 52141,69250
ZCTA5 52142,48718
ZCTA5 52144,85341
ZCTA5 52146,59055
ZCTA5 52147,73125
ZCTA5 52151,60000
ZCTA5 52154,55833
ZCTA5 52155,68750
ZCTA5 52156,90000
ZCTA5 52157,56875
ZCTA5 52158,44107
ZCTA5 52159,71136
ZCTA5 52160,77098
ZCTA5 52161,77250
ZCTA5 52162,61419
ZCTA5 52163,63125
ZCTA5 52164,49375
ZCTA5 52165,91250
ZCTA5 52166,74375
ZCTA5 52168,42750
ZCTA5 52169,52216
ZCTA5 52170,67370
ZCTA5 52171,83854
ZCTA5 52172,65801
ZCTA5 52175,56538
ZCTA5 52201,98945
ZCTA5 52202,92885
ZCTA5 52203,98125
ZCTA5 52205,65991
ZCTA5 52206,117063
ZCTA5 52207,47917
ZCTA5 52208,71336
ZCTA5 52209,73854
ZCTA5 52210,68911
ZCTA5 52211,71635
ZCTA5 52212,82400
ZCTA5 52213,94896
ZCTA5 52214,83450
ZCTA5 52215,56311
ZCTA5 52216,66375
ZCTA5 52217,79583
ZCTA5 52218,90924
ZCTA5 52219,61250
ZCTA5 52220,60625
ZCTA5 52221,84250
ZCTA5 52222,65000
ZCTA5 52223,83026
ZCTA5 52224,72917
ZCTA5 52225,61550
ZCTA5 52227,111000
ZCTA5 52228,121366
ZCTA5 52229,87679
ZCTA5 52231,69545
ZCTA5 52232,95313
ZCTA5 52233,66497
ZCTA5 52235,81875
ZCTA5 52236,86776
ZCTA5 52237,83633
ZCTA5 52240,55189
ZCTA5 52241,66508
ZCTA5 52242,
ZCTA5 52245,75876
ZCTA5 52246,55088
ZCTA5 52247,82140
ZCTA5 52248,77143
ZCTA5 52249,77500
ZCTA5 52251,87534
ZCTA5 52252,
ZCTA5 52253,90163
ZCTA5 52254,70227
ZCTA5 52255,60625
ZCTA5 52257,104750
ZCTA5 52301,68659
ZCTA5 52302,87463
ZCTA5 52305,95583
ZCTA5 52306,61736
ZCTA5 52307,43259
ZCTA5 52308,75357
ZCTA5 52309,64500
ZCTA5 52310,76946
ZCTA5 52312,48750
ZCTA5 52313,89135
ZCTA5 52314,106667
ZCTA5 52315,75833
ZCTA5 52316,57607
ZCTA5 52317,108156
ZCTA5 52318,100000
ZCTA5 52320,70000
ZCTA5 52321,71250
ZCTA5 52322,59688
ZCTA5 52323,55096
ZCTA5 52324,109432
ZCTA5 52325,74125
ZCTA5 52326,64844
ZCTA5 52327,83250
ZCTA5 52328,132833
ZCTA5 52329,59688
ZCTA5 52330,107431
ZCTA5 52332,90781
ZCTA5 52333,113917
ZCTA5 52334,120682
ZCTA5 52335,55893
ZCTA5 52336,93147
ZCTA5 52337,66786
ZCTA5 52338,124357
ZCTA5 52339,59522
ZCTA5 52340,105517
ZCTA5 52341,79453
ZCTA5 52342,62344
ZCTA5 52344,
ZCTA5 52345,112929
ZCTA5 52346,107802
ZCTA5 52347,75859
ZCTA5 52348,74167
ZCTA5 52349,71537
ZCTA5 52351,116477
ZCTA5 52352,86950
ZCTA5 52353,63232
ZCTA5 52354,110000
ZCTA5 52355,70714
ZCTA5 52356,54659
ZCTA5 52358,81250
ZCTA5 52359,69063
ZCTA5 52361,66695
ZCTA5 52362,73636
ZCTA5 52401,40675
ZCTA5 52402,71319
ZCTA5 52403,73848
ZCTA5 52404,62304
ZCTA5 52405,65352
ZCTA5 52411,164972
ZCTA5 52501,59091
ZCTA5 52530,84063
ZCTA5 52531,74081
ZCTA5 52533,59659
ZCTA5 52534,57375
ZCTA5 52535,68611
ZCTA5 52536,59750
ZCTA5 52537,82713
ZCTA5 52540,57589
ZCTA5 52542,64583
ZCTA5 52543,80145
ZCTA5 52544,45257
ZCTA5 52548,68750
ZCTA5 52549,60179
ZCTA5 52550,55984
ZCTA5 52551,87578
ZCTA5 52552,61705
ZCTA5 52553,62341
ZCTA5 52554,56458
ZCTA5 52555,36563
ZCTA5 52556,55528
ZCTA5 52557,
ZCTA5 52560,84063
ZCTA5 52561,64018
ZCTA5 52562,43750
ZCTA5 52563,81964
ZCTA5 52565,60650
ZCTA5 52566,
ZCTA5 52567,79265
ZCTA5 52568,40000
ZCTA5 52569,48333
ZCTA5 52570,62292
ZCTA5 52571,80208
ZCTA5 52572,61250
ZCTA5 52573,
ZCTA5 52574,60781
ZCTA5 52576,79063
ZCTA5 52577,65589
ZCTA5 52580,44009
ZCTA5 52581,53631
ZCTA5 52583,59231
ZCTA5 52584,73000
ZCTA5 52585,73194
ZCTA5 52586,56250
ZCTA5 52588,13798
ZCTA5 52590,55714
ZCTA5 52591,56318
ZCTA5 52593,68750
ZCTA5 52594,65781
ZCTA5 52595,63125
ZCTA5 52601,57123
ZCTA5 52619,74688
ZCTA5 52620,66938
ZCTA5 52621,94028
ZCTA5 52623,85813
ZCTA5 52624,122083
ZCTA5 52625,78224
ZCTA5 52626,58580
ZCTA5 52627,54864
ZCTA5 52630,47969
ZCTA5 52631,104375
ZCTA5 52632,52547
ZCTA5 52635,71250
ZCTA5 52637,77354
ZCTA5 52638,63125
ZCTA5 52639,61250
ZCTA5 52640,70000
ZCTA5 52641,63406
ZCTA5 52644,69716
ZCTA5 52645,72375
ZCTA5 52646,60000
ZCTA5 52647,48500
ZCTA5 52649,80500
ZCTA5 52650,102353
ZCTA5 52651,39479
ZCTA5 52652,72083
ZCTA5 52653,80990
ZCTA5 52654,81667
ZCTA5 52655,54405
ZCTA5 52656,80083
ZCTA5 52657,81250
ZCTA5 52658,84375
ZCTA5 52659,49907
ZCTA5 52660,128250
ZCTA5 52701,
ZCTA5 52720,83250
ZCTA5 52721,75536
ZCTA5 52722,105763
ZCTA5 52726,101667
ZCTA5 52727,86944
ZCTA5 52728,74318
ZCTA5 52729,93750
ZCTA5 52730,68727
ZCTA5 52731,92153
ZCTA5 52732,58380
ZCTA5 52737,82500
ZCTA5 52738,83953
ZCTA5 52739,82885
ZCTA5 52742,92500
ZCTA5 52745,67500
ZCTA5 52746,113816
ZCTA5 52747,84875
ZCTA5 52748,103600
ZCTA5 52749,101375
ZCTA5 52750,90057
ZCTA5 52751,81607
ZCTA5 52752,52250
ZCTA5 52753,100122
ZCTA5 52754,100417
ZCTA5 52755,98125
ZCTA5 52756,119044
ZCTA5 52757,56250
ZCTA5 52758,65625
ZCTA5 52759,68692
ZCTA5 52760,98036
ZCTA5 52761,63924
ZCTA5 52765,113603
ZCTA5 52766,70250
ZCTA5 52767,
ZCTA5 52768,84519
ZCTA5 52769,115563
ZCTA5 52771,61042
ZCTA5 52772,80997
ZCTA5 52773,86667
ZCTA5 52774,78750
ZCTA5 52776,75947
ZCTA5 52777,47250
ZCTA5 52778,74625
ZCTA5 52801,22217
ZCTA5 52802,50850
ZCTA5 52803,61082
ZCTA5 52804,64450
ZCTA5 52806,73682
ZCTA5 52807,71866
ZCTA5 53001,89652
ZCTA5 53002,107250
ZCTA5 53003,59034
ZCTA5 53004,84844
ZCTA5 53005,123486
ZCTA5 53006,89375
ZCTA5 53007,55577
ZCTA5 53010,95476
ZCTA5 53011,91406
ZCTA5 53012,98094
ZCTA5 53013,84219
ZCTA5 53014,77464
ZCTA5 53015,82045
ZCTA5 53016,71071
ZCTA5 53017,160145
ZCTA5 53018,130511
ZCTA5 53019,87885
ZCTA5 53020,90536
ZCTA5 53021,84083
ZCTA5 53022,105324
ZCTA5 53023,78542
ZCTA5 53024,91675
ZCTA5 53027,85708
ZCTA5 53029,109778
ZCTA5 53031,116389
ZCTA5 53032,53564
ZCTA5 53033,114913
ZCTA5 53034,78859
ZCTA5 53035,100938
ZCTA5 53036,94231
ZCTA5 53037,95602
ZCTA5 53038,93333
ZCTA5 53039,83092
ZCTA5 53040,99425
ZCTA5 53042,86118
ZCTA5 53044,130750
ZCTA5 53045,116541
ZCTA5 53046,79191
ZCTA5 53047,46094
ZCTA5 53048,67614
ZCTA5 53049,84449
ZCTA5 53050,69818
ZCTA5 53051,98423
ZCTA5 53057,99107
ZCTA5 53058,110234
ZCTA5 53059,88475
ZCTA5 53061,66382
ZCTA5 53063,93594
ZCTA5 53065,107321
ZCTA5 53066,111348
ZCTA5 53069,127959
ZCTA5 53070,95714
ZCTA5 53072,97434
ZCTA5 53073,76100
ZCTA5 53074,78944
ZCTA5 53075,90917
ZCTA5 53076,115053
ZCTA5 53078,95912
ZCTA5 53079,86250
ZCTA5 53080,82903
ZCTA5 53081,62401
ZCTA5 53083,77739
ZCTA5 53085,72037
ZCTA5 53086,105539
ZCTA5 53088,58000
ZCTA5 53089,116042
ZCTA5 53090,87786
ZCTA5 53091,81442
ZCTA5 53092,126431
ZCTA5 53093,93854
ZCTA5 53094,71973
ZCTA5 53095,82219
ZCTA5 53097,150391
ZCTA5 53098,73147
ZCTA5 53099,
ZCTA5 53103,130938
ZCTA5 53104,107951
ZCTA5 53105,88798
ZCTA5 53108,79398
ZCTA5 53110,66717
ZCTA5 53114,73906
ZCTA5 53115,70880
ZCTA5 53118,103921
ZCTA5 53119,115292
ZCTA5 53120,93397
ZCTA5 53121,83635
ZCTA5 53122,133036
ZCTA5 53125,108750
ZCTA5 53126,98446
ZCTA5 53127,
ZCTA5 53128,90343
ZCTA5 53129,95412
ZCTA5 53130,86806
ZCTA5 53132,110656
ZCTA5 53137,111346
ZCTA5 53139,96118
ZCTA5 53140,56803
ZCTA5 53142,86891
ZCTA5 53143,67105
ZCTA5 53144,71111
ZCTA5 53146,96015
ZCTA5 53147,83018
ZCTA5 53149,112653
ZCTA5 53150,113125
ZCTA5 53151,99248
ZCTA5 53153,148342
ZCTA5 53154,93120
ZCTA5 53156,83413
ZCTA5 53157,
ZCTA5 53158,107730
ZCTA5 53167,34177
ZCTA5 53168,104712
ZCTA5 53170,78456
ZCTA5 53172,70146
ZCTA5 53176,
ZCTA5 53177,77409
ZCTA5 53178,94522
ZCTA5 53179,93333
ZCTA5 53181,93922
ZCTA5 53182,93175
ZCTA5 53183,109327
ZCTA5 53184,76875
ZCTA5 53185,100896
ZCTA5 53186,74596
ZCTA5 53188,88656
ZCTA5 53189,114555
ZCTA5 53190,59598
ZCTA5 53191,64610
ZCTA5 53192,
ZCTA5 53195,78125
ZCTA5 53202,68482
ZCTA5 53203,84005
ZCTA5 53204,43645
ZCTA5 53205,30300
ZCTA5 53206,28995
ZCTA5 53207,79576
ZCTA5 53208,50585
ZCTA5 53209,45288
ZCTA5 53210,45268
ZCTA5 53211,76206
ZCTA5 53212,42679
ZCTA5 53213,94144
ZCTA5 53214,62712
ZCTA5 53215,49207
ZCTA5 53216,43466
ZCTA5 53217,132044
ZCTA5 53218,42207
ZCTA5 53219,70998
ZCTA5 53220,69301
ZCTA5 53221,61640
ZCTA5 53222,73523
ZCTA5 53223,60477
ZCTA5 53224,69727
ZCTA5 53225,54433
ZCTA5 53226,86361
ZCTA5 53227,71594
ZCTA5 53228,75288
ZCTA5 53233,20306
ZCTA5 53235,58490
ZCTA5 53295,
ZCTA5 53402,74125
ZCTA5 53403,58274
ZCTA5 53404,47714
ZCTA5 53405,68339
ZCTA5 53406,78427
ZCTA5 53501,
ZCTA5 53502,87768
ZCTA5 53503,85900
ZCTA5 53504,79833
ZCTA5 53505,96667
ZCTA5 53506,57500
ZCTA5 53507,111339
ZCTA5 53508,95577
ZCTA5 53510,85278
ZCTA5 53511,65305
ZCTA5 53515,90250
ZCTA5 53516,85357
ZCTA5 53517,74722
ZCTA5 53518,58198
ZCTA5 53520,74589
ZCTA5 53521,101731
ZCTA5 53522,79271
ZCTA5 53523,100903
ZCTA5 53525,72991
ZCTA5 53526,76042
ZCTA5 53527,119808
ZCTA5 53528,104068
ZCTA5 53529,100313
ZCTA5 53530,69598
ZCTA5 53531,105156
ZCTA5 53532,110050
ZCTA5 53533,82731
ZCTA5 53534,94250
ZCTA5 53536,83944
ZCTA5 53537,56375
ZCTA5 53538,80784
ZCTA5 53540,54167
ZCTA5 53541,60938
ZCTA5 53543,82639
ZCTA5 53544,100227
ZCTA5 53545,70730
ZCTA5 53546,73430
ZCTA5 53548,74696
ZCTA5 53549,78058
ZCTA5 53550,74931
ZCTA5 53551,89841
ZCTA5 53553,61094
ZCTA5 53554,70536
ZCTA5 53555,110926
ZCTA5 53556,67188
ZCTA5 53557,92664
ZCTA5 53558,107167
ZCTA5 53559,95805
ZCTA5 53560,93516
ZCTA5 53561,95694
ZCTA5 53562,97241
ZCTA5 53563,89397
ZCTA5 53565,81362
ZCTA5 53566,71801
ZCTA5 53569,86458
ZCTA5 53570,83143
ZCTA5 53571,65850
ZCTA5 53572,104604
ZCTA5 53573,65759
ZCTA5 53574,103246
ZCTA5 53575,110388
ZCTA5 53576,72917
ZCTA5 53577,88750
ZCTA5 53578,100194
ZCTA5 53579,75048
ZCTA5 53580,65357
ZCTA5 53581,59630
ZCTA5 53582,85341
ZCTA5 53583,92792
ZCTA5 53584,
ZCTA5 53585,71683
ZCTA5 53586,65658
ZCTA5 53587,78594
ZCTA5 53588,88359
ZCTA5 53589,93509
ZCTA5 53590,96497
ZCTA5 53593,135699
ZCTA5 53594,80000
ZCTA5 53597,114542
ZCTA5 53598,100119
ZCTA5 53599,
ZCTA5 53703,46618
ZCTA5 53704,75007
ZCTA5 53705,82315
ZCTA5 53706,"2,500"
ZCTA5 53711,101236
ZCTA5 53713,57833
ZCTA5 53714,69862
ZCTA5 53715,37598
ZCTA5 53716,89225
ZCTA5 53717,96245
ZCTA5 53718,94899
ZCTA5 53719,92223
ZCTA5 53726,39779
ZCTA5 53792,
ZCTA5 53801,60833
ZCTA5 53802,78571
ZCTA5 53803,67813
ZCTA5 53804,73958
ZCTA5 53805,57137
ZCTA5 53806,60489
ZCTA5 53807,72019
ZCTA5 53808,67500
ZCTA5 53809,64583
ZCTA5 53810,64219
ZCTA5 53811,79531
ZCTA5 53812,84375
ZCTA5 53813,80946
ZCTA5 53816,73021
ZCTA5 53817,39781
ZCTA5 53818,55615
ZCTA5 53820,73750
ZCTA5 53821,59476
ZCTA5 53825,83929
ZCTA5 53826,71324
ZCTA5 53827,69375
ZCTA5 53901,72244
ZCTA5 53910,46780
ZCTA5 53911,99375
ZCTA5 53913,73856
ZCTA5 53916,72704
ZCTA5 53919,93516
ZCTA5 53920,74250
ZCTA5 53922,88472
ZCTA5 53923,74750
ZCTA5 53924,69063
ZCTA5 53925,86667
ZCTA5 53926,56324
ZCTA5 53928,83125
ZCTA5 53929,66216
ZCTA5 53930,78125
ZCTA5 53931,81667
ZCTA5 53932,80486
ZCTA5 53933,80536
ZCTA5 53934,46563
ZCTA5 53935,76818
ZCTA5 53936,54087
ZCTA5 53937,86957
ZCTA5 53939,63750
ZCTA5 53940,
ZCTA5 53941,80518
ZCTA5 53942,108393
ZCTA5 53943,71154
ZCTA5 53944,71758
ZCTA5 53946,73250
ZCTA5 53947,57500
ZCTA5 53948,58534
ZCTA5 53949,62000
ZCTA5 53950,69832
ZCTA5 53951,70729
ZCTA5 53952,62056
ZCTA5 53953,42417
ZCTA5 53954,80938
ZCTA5 53955,95802
ZCTA5 53956,84722
ZCTA5 53959,76313
ZCTA5 53960,82143
ZCTA5 53961,80625
ZCTA5 53962,25500
ZCTA5 53963,73945
ZCTA5 53964,69112
ZCTA5 53965,65237
ZCTA5 53968,71786
ZCTA5 53969,73125
ZCTA5 54001,79281
ZCTA5 54002,84879
ZCTA5 54003,94167
ZCTA5 54004,64145
ZCTA5 54005,82500
ZCTA5 54006,76719
ZCTA5 54007,83618
ZCTA5 54009,88811
ZCTA5 54011,86442
ZCTA5 54013,86488
ZCTA5 54014,98512
ZCTA5 54015,109143
ZCTA5 54016,111402
ZCTA5 54017,99804
ZCTA5 54020,79833
ZCTA5 54021,107096
ZCTA5 54022,91292
ZCTA5 54023,107333
ZCTA5 54024,76455
ZCTA5 54025,95617
ZCTA5 54026,93235
ZCTA5 54027,100313
ZCTA5 54028,83667
ZCTA5 54082,130738
ZCTA5 54101,95588
ZCTA5 54102,41875
ZCTA5 54103,54740
ZCTA5 54104,54443
ZCTA5 54106,88606
ZCTA5 54107,76394
ZCTA5 54110,85682
ZCTA5 54111,65469
ZCTA5 54112,69237
ZCTA5 54113,89310
ZCTA5 54114,57519
ZCTA5 54115,92023
ZCTA5 54119,58958
ZCTA5 54120,50000
ZCTA5 54121,57927
ZCTA5 54123,67500
ZCTA5 54124,64688
ZCTA5 54125,52500
ZCTA5 54126,101111
ZCTA5 54127,
ZCTA5 54128,59916
ZCTA5 54129,75662
ZCTA5 54130,86364
ZCTA5 54135,52600
ZCTA5 54136,66472
ZCTA5 54137,93558
ZCTA5 54138,64924
ZCTA5 54139,76799
ZCTA5 54140,72049
ZCTA5 54141,100370
ZCTA5 54143,68183
ZCTA5 54149,52500
ZCTA5 54150,63092
ZCTA5 54151,69076
ZCTA5 54152,61500
ZCTA5 54153,69485
ZCTA5 54154,57887
ZCTA5 54155,98573
ZCTA5 54156,49722
ZCTA5 54157,69158
ZCTA5 54159,59632
ZCTA5 54160,64583
ZCTA5 54161,65179
ZCTA5 54162,79053
ZCTA5 54165,88135
ZCTA5 54166,64643
ZCTA5 54169,114943
ZCTA5 54170,76705
ZCTA5 54171,115833
ZCTA5 54173,105294
ZCTA5 54174,71774
ZCTA5 54175,87500
ZCTA5 54177,59773
ZCTA5 54180,101731
ZCTA5 54201,65772
ZCTA5 54202,71250
ZCTA5 54204,83158
ZCTA5 54205,91563
ZCTA5 54207,75357
ZCTA5 54208,90956
ZCTA5 54209,70833
ZCTA5 54210,80833
ZCTA5 54211,79896
ZCTA5 54212,91250
ZCTA5 54213,90625
ZCTA5 54214,85000
ZCTA5 54215,42375
ZCTA5 54216,81650
ZCTA5 54217,85893
ZCTA5 54220,65188
ZCTA5 54227,87125
ZCTA5 54228,72284
ZCTA5 54229,93456
ZCTA5 54230,78964
ZCTA5 54232,56875
ZCTA5 54234,72762
ZCTA5 54235,68141
ZCTA5 54241,63415
ZCTA5 54245,83375
ZCTA5 54246,73542
ZCTA5 54247,76992
ZCTA5 54301,76768
ZCTA5 54302,55772
ZCTA5 54303,58110
ZCTA5 54304,60369
ZCTA5 54307,
ZCTA5 54311,83178
ZCTA5 54313,108410
ZCTA5 54401,69542
ZCTA5 54403,66040
ZCTA5 54405,65430
ZCTA5 54406,76445
ZCTA5 54407,95682
ZCTA5 54408,72083
ZCTA5 54409,55340
ZCTA5 54410,78333
ZCTA5 54411,78646
ZCTA5 54412,80872
ZCTA5 54413,60313
ZCTA5 54414,75000
ZCTA5 54416,58100
ZCTA5 54417,
ZCTA5 54418,78542
ZCTA5 54420,77500
ZCTA5 54421,59738
ZCTA5 54422,65809
ZCTA5 54423,116941
ZCTA5 54424,77500
ZCTA5 54425,61500
ZCTA5 54426,78380
ZCTA5 54427,79167
ZCTA5 54428,49407
ZCTA5 54430,56250
ZCTA5 54433,62500
ZCTA5 54435,82440
ZCTA5 54436,65188
ZCTA5 54437,64279
ZCTA5 54440,84417
ZCTA5 54441,89079
ZCTA5 54442,65000
ZCTA5 54443,96397
ZCTA5 54446,72422
ZCTA5 54447,60208
ZCTA5 54448,94500
ZCTA5 54449,66611
ZCTA5 54450,70500
ZCTA5 54451,63882
ZCTA5 54452,65522
ZCTA5 54454,81477
ZCTA5 54455,94609
ZCTA5 54456,66867
ZCTA5 54457,72005
ZCTA5 54458,65250
ZCTA5 54459,56513
ZCTA5 54460,65260
ZCTA5 54462,77667
ZCTA5 54463,56765
ZCTA5 54464,
ZCTA5 54465,50875
ZCTA5 54466,64688
ZCTA5 54467,82255
ZCTA5 54469,74688
ZCTA5 54470,59430
ZCTA5 54471,84280
ZCTA5 54473,77981
ZCTA5 54474,78125
ZCTA5 54475,80208
ZCTA5 54476,76132
ZCTA5 54479,79542
ZCTA5 54480,57250
ZCTA5 54481,57234
ZCTA5 54482,94919
ZCTA5 54484,69341
ZCTA5 54485,72292
ZCTA5 54486,58240
ZCTA5 54487,76712
ZCTA5 54488,66607
ZCTA5 54489,61845
ZCTA5 54490,67000
ZCTA5 54491,52037
ZCTA5 54493,72375
ZCTA5 54494,71087
ZCTA5 54495,49476
ZCTA5 54498,69519
ZCTA5 54499,65000
ZCTA5 54501,68602
ZCTA5 54511,64405
ZCTA5 54512,71875
ZCTA5 54513,61627
ZCTA5 54514,73875
ZCTA5 54515,55417
ZCTA5 54517,71857
ZCTA5 54519,62778
ZCTA5 54520,58493
ZCTA5 54521,72619
ZCTA5 54524,41042
ZCTA5 54525,65417
ZCTA5 54526,52614
ZCTA5 54527,49718
ZCTA5 54529,73068
ZCTA5 54530,47500
ZCTA5 54531,80000
ZCTA5 54534,53889
ZCTA5 54536,56000
ZCTA5 54537,59464
ZCTA5 54538,49915
ZCTA5 54539,64044
ZCTA5 54540,63438
ZCTA5 54541,57083
ZCTA5 54542,45625
ZCTA5 54545,80607
ZCTA5 54546,66667
ZCTA5 54547,60795
ZCTA5 54548,69784
ZCTA5 54550,67500
ZCTA5 54552,58389
ZCTA5 54554,58478
ZCTA5 54555,58613
ZCTA5 54556,52656
ZCTA5 54557,81750
ZCTA5 54558,62404
ZCTA5 54559,69415
ZCTA5 54560,70208
ZCTA5 54561,
ZCTA5 54562,67875
ZCTA5 54563,81771
ZCTA5 54564,46250
ZCTA5 54565,46250
ZCTA5 54566,54762
ZCTA5 54568,71944
ZCTA5 54601,60078
ZCTA5 54603,49693
ZCTA5 54610,61563
ZCTA5 54611,71250
ZCTA5 54612,66447
ZCTA5 54613,48672
ZCTA5 54614,81302
ZCTA5 54615,63391
ZCTA5 54616,72727
ZCTA5 54618,67411
ZCTA5 54619,70612
ZCTA5 54621,90563
ZCTA5 54622,79531
ZCTA5 54623,85833
ZCTA5 54624,78558
ZCTA5 54625,53177
ZCTA5 54626,72614
ZCTA5 54627,81806
ZCTA5 54628,65000
ZCTA5 54629,75563
ZCTA5 54630,88429
ZCTA5 54631,61319
ZCTA5 54632,79167
ZCTA5 54634,58890
ZCTA5 54635,73250
ZCTA5 54636,91156
ZCTA5 54637,61250
ZCTA5 54638,58510
ZCTA5 54639,57446
ZCTA5 54642,71007
ZCTA5 54643,
